Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,no,travel_rarely,1452,research & development,11,bachelor,life sciences,high,female,53,3,5,manager,2,single,13775.600000000008,17053,3,no,15,3,2,0,21,5,3,5,4,4,4
41,no,travel_rarely,465,research & development,14,bachelor,life sciences,low,male,56,3,1,research scientist,3,divorced,2451.0,4609,4,no,12,3,1,1,13,2,3,9,8,1,8
30,no,travel_rarely,1339,sales,5,bachelor,life sciences,medium,female,41,3,3,sales executive,4,married,9419.0,8053,2,no,12,3,3,1,12,2,3,10,9,7,4
38,no,travel_rarely,702,sales,1,master,life sciences,low,female,59,2,2,sales executive,4,single,8686.0,12930,4,no,22,4,3,0,12,2,4,8,3,0,7
32,no,travel_rarely,120,research & development,6,phd,life sciences,high,male,43,3,1,research scientist,3,single,3038.0,12430,3,no,20,4,1,0,8,2,3,5,4,1,4
27,no,travel_rarely,1157,research & development,17,bachelor,technical degree,high,male,51,3,1,research scientist,2,married,3058.0,13364,0,yes,16,3,4,1,6,3,2,5,2,1,1
19,yes,travel_frequently,602,sales,1,below college,technical degree,high,female,100,1,1,sales representative,1,single,2325.0,20989,0,no,21,4,1,0,1,5,4,0,0,0,0
36,no,travel_frequently,1480,research & development,3,college,medical,very high,male,30,3,1,laboratory technician,2,single,2088.0,15062,4,no,12,3,3,0,13,3,2,8,7,7,2
30,no,non-travel,111,research & development,9,bachelor,medical,high,male,66,3,2,laboratory technician,1,divorced,3072.0,11012,1,no,11,3,3,2,12,4,3,12,9,6,10
45,no,travel_rarely,1268,sales,4,college,life sciences,high,female,30,3,2,sales executive,1,divorced,5006.0,6319,4,yes,11,3,1,1,9,3,4,5,4,0,3
56,no,travel_rarely,713,research & development,8,bachelor,life sciences,high,female,67,3,1,research scientist,1,divorced,4257.0,13939,4,yes,18,3,3,1,19,3,3,2,2,2,2
33,no,travel_rarely,134,research & development,2,bachelor,life sciences,high,male,90,3,1,research scientist,4,single,2500.0,10515,0,no,14,3,1,0,4,2,4,3,1,0,2
19,yes,travel_rarely,303,research & development,2,bachelor,life sciences,medium,male,47,2,1,laboratory technician,4,single,1102.0,9241,1,no,22,4,3,0,1,3,2,1,0,1,0
46,no,travel_rarely,526,sales,1,college,marketing,medium,female,92,3,3,sales executive,1,divorced,10453.0,2137,1,no,25,4,3,2,24,2,3,15,13,7,7
38,no,travel_rarely,1380,research & development,9,college,life sciences,high,female,75,3,1,laboratory technician,4,single,2288.0,6319,1,no,12,3,3,0,2,3,3,2,2,2,1
31,no,travel_rarely,140,research & development,12,below college,medical,high,female,95,3,1,research scientist,4,married,3929.0,6984,8,yes,23,4,3,1,7,2,3,4,2,0,2
34,no,travel_rarely,629,research & development,27,college,medical,very high,female,95,3,1,research scientist,2,single,2311.0,5711,2,no,15,3,4,0,9,3,3,3,2,1,2
41,yes,travel_rarely,1356,sales,20,college,marketing,medium,female,70,3,1,sales representative,2,single,3140.0,21728,1,yes,22,4,4,0,4,5,2,4,3,0,2
50,no,travel_rarely,328,research & development,1,bachelor,medical,high,male,86,2,1,laboratory technician,3,married,3690.0,3425,2,no,15,3,4,1,5,2,2,3,2,0,2
53,no,travel_rarely,1084,research & development,13,college,medical,very high,female,57,4,2,manufacturing director,1,divorced,4450.0,26250,1,no,11,3,3,2,5,3,3,4,2,1,3
33,no,travel_rarely,931,research & development,14,bachelor,medical,very high,female,72,3,1,research scientist,2,married,2756.0,4673,1,no,13,3,4,1,8,5,3,8,7,1,6
40,no,travel_rarely,989,research & development,4,below college,medical,very high,female,46,3,5,manager,3,married,13775.600000000008,6499,1,no,14,3,2,1,21,2,3,15,8,7,9
55,no,travel_rarely,692,research & development,14,master,medical,high,male,61,4,5,research director,2,single,13775.600000000008,13339,8,no,11,3,4,0,23,3,3,15,9,2,9
34,no,travel_frequently,1069,research & development,2,below college,life sciences,very high,male,45,2,2,manufacturing director,3,married,9547.0,14074,1,no,17,3,3,0,10,2,2,10,9,1,9
51,no,travel_rarely,313,research & development,3,bachelor,medical,very high,female,98,3,4,healthcare representative,2,single,13734.0,7192,3,no,18,3,3,0,21,5,3,7,7,1,0
52,no,travel_rarely,699,research & development,1,master,life sciences,high,male,65,2,5,manager,3,married,13775.600000000008,5678,0,no,14,3,1,1,23,5,3,15,9,7,9
27,no,travel_rarely,894,research & development,9,bachelor,medical,very high,female,99,3,1,research scientist,2,single,2279.0,11781,1,no,16,3,4,0,7,2,2,7,7,0,3
35,yes,travel_rarely,556,research & development,23,college,life sciences,medium,male,50,2,2,manufacturing director,3,married,5916.0,15497,3,yes,13,3,1,0,8,1,3,1,0,0,1
43,no,non-travel,1344,research & development,7,bachelor,medical,very high,male,37,4,1,research scientist,4,divorced,2089.0,5228,4,no,14,3,4,2,7,3,4,5,4,2,2
45,no,non-travel,1195,research & development,2,college,medical,low,male,65,2,4,manager,4,married,13775.600000000008,20462,7,no,23,4,4,1,22,1,3,15,8,7,8
37,no,travel_rarely,290,research & development,21,bachelor,life sciences,medium,male,65,4,1,research scientist,1,married,3564.0,22977,1,yes,12,3,1,1,8,3,2,8,7,1,7
35,no,travel_frequently,138,research & development,2,bachelor,medical,medium,female,37,3,2,laboratory technician,2,single,4425.0,15986,5,no,11,3,4,0,10,5,3,6,2,1,2
42,no,non-travel,926,research & development,21,college,medical,high,female,36,3,2,manufacturing director,3,divorced,5265.0,16439,2,no,16,3,2,1,11,5,3,5,3,0,2
38,no,travel_rarely,1261,research & development,2,master,life sciences,very high,male,88,3,2,manufacturing director,3,married,6553.0,7259,7,no,14,3,2,0,14,3,3,1,0,0,0
38,no,travel_rarely,1084,research & development,29,bachelor,technical degree,very high,male,54,3,2,manufacturing director,4,married,6261.0,4185,3,no,18,3,1,1,9,3,1,7,7,1,7
27,no,travel_frequently,472,research & development,1,below college,technical degree,high,male,60,2,2,manufacturing director,1,married,4298.0,9679,5,no,19,3,3,1,6,1,3,2,2,2,0
49,no,non-travel,1002,research & development,18,master,life sciences,very high,male,92,3,2,manufacturing director,4,divorced,6804.0,23793,1,yes,15,3,1,2,7,2,3,7,7,1,7
34,no,travel_frequently,878,research & development,10,master,medical,very high,male,43,3,1,research scientist,3,divorced,3815.0,5972,1,yes,17,3,4,1,5,4,4,5,3,2,0
40,no,travel_rarely,905,research & development,19,college,medical,high,male,99,3,2,laboratory technician,4,married,2741.0,16523,8,yes,15,3,3,1,15,2,4,7,2,3,7
38,yes,travel_rarely,1180,research & development,29,below college,medical,medium,male,70,3,2,healthcare representative,1,married,6673.0,11354,7,yes,19,3,2,0,17,2,3,1,0,0,0
29,yes,travel_rarely,121,sales,27,bachelor,marketing,medium,female,35,3,3,sales executive,4,married,7639.0,24525,1,no,22,4,4,2,10,3,2,10,4,1,9
22,no,travel_rarely,1136,research & development,5,bachelor,life sciences,very high,male,60,4,1,research scientist,2,divorced,2328.0,12392,1,yes,16,3,1,1,4,2,2,4,2,2,2
36,no,travel_frequently,635,research & development,18,below college,medical,medium,female,73,3,1,laboratory technician,4,single,2153.0,7703,1,no,13,3,1,0,8,2,3,8,1,1,7
40,no,non-travel,1151,research & development,9,phd,life sciences,very high,male,63,2,2,healthcare representative,4,married,4876.0,14242,7,no,14,3,4,1,5,5,1,3,2,0,2
46,no,travel_rarely,644,research & development,1,master,medical,very high,male,97,3,3,healthcare representative,1,divorced,9396.0,12368,7,no,16,3,3,1,17,3,3,4,2,0,3
32,yes,travel_rarely,1045,sales,4,master,medical,very high,male,32,1,3,sales executive,4,married,10400.0,25812,1,no,11,3,3,0,14,2,2,14,8,7,8
30,no,non-travel,829,research & development,1,below college,life sciences,high,male,88,2,3,manufacturing director,3,single,8474.0,20925,1,no,22,4,3,0,12,2,3,11,8,5,8
27,no,travel_frequently,1242,sales,20,bachelor,life sciences,very high,female,90,3,2,sales executive,3,single,9981.0,12916,1,no,14,3,4,0,7,2,3,7,7,0,7
51,no,travel_rarely,1469,research & development,8,master,life sciences,medium,male,81,2,3,research director,2,married,12490.0,15736,5,no,16,3,4,2,16,5,1,10,9,4,7
30,yes,travel_rarely,1005,research & development,3,bachelor,technical degree,very high,female,88,3,1,research scientist,1,single,2657.0,8556,5,yes,11,3,3,0,8,5,3,5,2,0,4
41,no,travel_rarely,896,sales,6,bachelor,life sciences,very high,female,75,3,3,manager,4,single,13591.0,14674,3,yes,18,3,3,0,16,3,3,1,0,0,0
30,yes,travel_frequently,334,sales,26,master,marketing,high,female,52,2,2,sales executive,1,single,6696.0,22967,5,no,15,3,3,0,9,5,2,6,3,0,1
29,yes,travel_rarely,992,research & development,1,bachelor,technical degree,high,male,85,3,1,research scientist,3,single,2058.0,19757,0,no,14,3,4,0,7,1,2,6,2,1,5
45,no,non-travel,1052,sales,6,bachelor,medical,very high,female,57,2,3,sales executive,4,single,8865.0,16840,6,no,12,3,4,0,23,2,3,15,7,7,8
54,no,travel_rarely,1147,sales,3,bachelor,marketing,very high,female,52,3,2,sales executive,1,married,5940.0,17011,2,no,14,3,4,1,16,4,3,6,2,0,5
36,no,travel_rarely,1396,research & development,5,college,life sciences,very high,male,62,3,2,laboratory technician,2,single,5914.0,9945,8,no,16,3,4,0,16,3,4,13,11,3,7
33,no,travel_rarely,147,research & development,4,master,medical,high,female,47,2,1,research scientist,2,married,2622.0,13248,6,no,21,4,4,0,7,3,3,3,2,1,1
37,no,travel_frequently,663,research & development,11,bachelor,other,medium,male,47,3,3,research director,4,divorced,12185.0,10056,1,yes,14,3,3,2,10,1,3,10,8,0,7
38,no,travel_rarely,119,sales,3,bachelor,life sciences,low,male,76,3,3,sales executive,3,divorced,10609.0,9647,0,no,12,3,3,2,17,5,2,16,10,5,13
31,no,non-travel,979,research & development,1,master,medical,high,male,90,1,2,manufacturing director,3,married,4345.0,4381,0,no,12,3,4,1,6,2,3,5,4,1,4
59,no,travel_rarely,142,research & development,3,bachelor,life sciences,high,male,70,2,1,research scientist,4,married,2177.0,8456,3,no,17,3,1,1,7,5,3,1,0,0,0
37,no,travel_frequently,319,sales,4,master,marketing,low,male,41,3,1,sales representative,4,divorced,2793.0,2539,4,no,17,3,3,1,13,2,3,9,8,5,8
29,no,travel_frequently,1413,sales,1,below college,medical,medium,female,42,3,3,sales executive,4,married,7918.0,6599,1,no,14,3,4,1,11,5,3,11,10,4,1
35,no,travel_frequently,944,sales,1,bachelor,marketing,high,female,92,3,3,sales executive,3,single,8789.0,9096,1,no,14,3,1,0,10,3,4,10,7,0,8
29,yes,travel_rarely,896,research & development,18,below college,medical,high,male,86,2,1,research scientist,4,single,2389.0,14961,1,yes,13,3,3,0,4,3,2,4,3,0,1
52,no,travel_rarely,1323,research & development,2,bachelor,life sciences,high,female,89,2,1,laboratory technician,4,single,3212.0,3300,7,no,15,3,2,0,6,3,2,2,2,2,2
42,no,travel_rarely,532,research & development,4,college,technical degree,high,male,58,3,5,manager,4,married,13775.600000000008,4933,1,no,11,3,4,0,22,3,3,15,9,7,9
59,no,travel_rarely,818,human resources,6,college,medical,medium,male,52,3,1,human resources,3,married,2267.0,25657,8,no,17,3,4,0,7,2,2,2,2,2,2
50,no,travel_rarely,854,sales,1,master,medical,very high,female,68,3,5,manager,4,divorced,13775.600000000008,24118,3,no,11,3,3,1,23,3,2,7,0,0,6
33,yes,travel_rarely,813,research & development,14,bachelor,medical,high,male,58,3,1,laboratory technician,4,married,2436.0,22149,5,yes,13,3,3,1,8,2,1,5,4,0,4
43,no,travel_rarely,1034,sales,16,bachelor,marketing,very high,female,80,3,4,manager,4,married,16064.0,7744,5,yes,22,4,3,1,22,3,3,17,13,1,9
33,yes,travel_rarely,465,research & development,2,college,life sciences,low,female,39,3,1,laboratory technician,1,married,2707.0,21509,7,no,20,4,1,0,13,3,4,9,7,1,7
52,no,non-travel,771,sales,2,master,life sciences,low,male,79,2,5,manager,3,single,13775.600000000008,21030,1,yes,18,3,4,0,23,2,4,15,7,7,12
32,no,travel_rarely,1401,sales,4,college,life sciences,high,female,56,3,1,sales representative,2,married,3931.0,20990,2,no,11,3,1,1,6,5,3,4,3,1,2
32,yes,travel_rarely,515,research & development,1,bachelor,life sciences,very high,male,62,2,1,laboratory technician,3,single,3730.0,9571,0,yes,14,3,4,0,4,2,1,3,2,1,2
39,no,travel_rarely,1431,research & development,1,master,medical,high,female,96,3,1,laboratory technician,3,divorced,2232.0,15417,7,no,14,3,3,2,7,1,3,3,2,1,2
32,no,non-travel,976,sales,26,master,marketing,high,male,100,3,2,sales executive,4,married,4465.0,12069,0,no,18,3,1,0,4,2,3,3,2,2,2
41,no,travel_rarely,1411,research & development,19,college,life sciences,high,male,36,3,2,research scientist,1,divorced,3072.0,19877,2,no,16,3,1,2,17,2,2,1,0,0,0
40,no,travel_rarely,1300,research & development,24,college,technical degree,low,male,62,3,2,research scientist,4,divorced,3319.0,24447,1,no,17,3,1,2,9,3,3,9,8,4,7
45,no,travel_rarely,252,research & development,1,bachelor,other,high,male,70,4,5,manager,4,married,13775.600000000008,15970,0,no,11,3,3,1,25,2,3,15,0,1,7
31,no,travel_frequently,1327,research & development,3,master,medical,medium,male,73,3,3,research director,3,divorced,13675.0,13523,7,no,12,3,1,1,9,3,3,2,2,2,2
33,no,travel_rarely,832,research & development,5,master,life sciences,high,female,63,2,1,research scientist,4,married,2911.0,14776,1,no,13,3,3,1,2,2,2,2,2,0,2
34,no,travel_rarely,470,research & development,2,master,life sciences,very high,male,84,2,2,manufacturing director,1,married,5957.0,23687,6,no,13,3,2,1,13,3,3,11,9,5,9
37,no,travel_rarely,1017,research & development,1,college,medical,high,female,83,2,1,research scientist,1,married,3920.0,18697,2,no,14,3,1,1,17,2,2,3,1,0,2
45,no,travel_frequently,1199,research & development,7,master,life sciences,low,male,77,4,2,manufacturing director,3,married,6434.0,5118,4,no,17,3,4,1,9,1,3,3,2,0,2
37,yes,travel_frequently,504,research & development,10,bachelor,medical,low,male,61,3,3,manufacturing director,3,divorced,10048.0,22573,6,no,11,3,2,2,17,5,3,1,0,0,0
39,no,travel_frequently,505,research & development,2,master,technical degree,high,female,64,3,3,healthcare representative,3,single,10938.0,6420,0,no,25,4,4,0,20,1,3,15,6,7,8
29,no,travel_rarely,665,research & development,15,bachelor,life sciences,high,male,60,3,1,research scientist,4,single,2340.0,22673,1,no,19,3,1,0,6,1,3,6,5,1,5
42,no,travel_rarely,916,research & development,17,college,life sciences,very high,female,82,4,2,research scientist,1,single,6545.0,23016,3,yes,13,3,3,0,10,1,3,3,2,0,2
29,no,travel_rarely,1247,sales,20,college,marketing,very high,male,45,3,2,sales executive,4,divorced,6931.0,10732,2,no,14,3,4,1,10,2,3,3,2,0,2
25,no,travel_rarely,685,research & development,1,bachelor,life sciences,low,female,62,3,2,manufacturing director,3,married,4898.0,7505,0,no,12,3,4,2,5,3,3,4,2,1,2
42,no,travel_rarely,269,research & development,2,bachelor,medical,very high,female,56,2,1,laboratory technician,1,divorced,2593.0,8007,0,yes,11,3,3,1,10,4,3,9,6,7,8
40,no,travel_rarely,1416,research & development,2,college,medical,low,male,49,3,5,research director,3,divorced,13775.600000000008,5949,0,no,19,3,4,1,22,5,3,15,7,3,9
51,no,travel_rarely,833,research & development,1,bachelor,life sciences,high,male,96,3,1,research scientist,4,married,2723.0,23231,1,no,11,3,2,0,1,2,2,1,0,0,0
31,yes,travel_frequently,307,research & development,29,college,medical,high,male,71,2,1,laboratory technician,2,single,3479.0,11652,0,no,11,3,2,0,6,2,4,5,4,1,4
32,no,travel_frequently,1311,research & development,7,bachelor,life sciences,medium,male,100,4,1,laboratory technician,2,married,2794.0,26062,1,no,20,4,3,0,5,3,1,5,1,0,3
38,no,non-travel,1327,sales,2,college,life sciences,very high,male,39,2,2,sales executive,4,married,5249.0,19682,3,no,18,3,4,1,13,2,3,8,7,7,5
32,no,travel_rarely,128,research & development,2,below college,technical degree,very high,male,84,2,2,laboratory technician,1,single,2176.0,19737,4,no,13,3,4,0,9,5,3,6,2,0,4
46,no,travel_rarely,488,sales,2,bachelor,technical degree,high,female,75,1,4,manager,2,married,13775.600000000008,14977,3,yes,12,3,2,1,28,2,2,7,7,7,7
28,yes,travel_rarely,529,research & development,2,master,life sciences,low,male,79,3,1,laboratory technician,3,single,3485.0,14935,2,no,11,3,3,0,5,5,1,0,0,0,0
29,no,travel_rarely,1210,sales,2,bachelor,medical,low,male,78,2,2,sales executive,2,married,6644.0,3687,2,no,19,3,2,2,10,2,3,0,0,0,0
31,no,travel_rarely,1463,research & development,23,bachelor,medical,medium,male,64,2,2,healthcare representative,4,married,5582.0,14408,0,no,21,4,2,1,10,2,3,9,0,7,8
25,no,non-travel,675,research & development,5,college,life sciences,medium,male,85,4,2,healthcare representative,1,divorced,4000.0,18384,1,no,12,3,4,2,6,2,3,6,3,1,5
45,no,travel_rarely,1385,research & development,20,college,medical,high,male,79,3,4,healthcare representative,4,married,13496.0,7501,0,yes,14,3,2,0,21,2,3,15,7,4,10
36,no,travel_rarely,1403,research & development,6,bachelor,life sciences,very high,male,47,3,1,laboratory technician,4,married,3210.0,20251,0,no,11,3,3,1,16,4,3,15,13,7,11
55,no,travel_rarely,452,research & development,1,bachelor,medical,very high,male,81,3,5,manager,1,single,13775.600000000008,18938,0,yes,14,3,3,0,23,2,3,15,10,4,13
47,yes,non-travel,666,research & development,29,master,life sciences,low,male,88,3,3,manager,2,married,11849.0,10268,1,yes,12,3,4,1,10,2,2,10,7,7,9
28,no,travel_rarely,1158,research & development,9,bachelor,medical,very high,male,94,3,1,research scientist,4,married,2070.0,2613,1,no,23,4,4,1,5,3,2,5,2,0,4
37,no,travel_rarely,228,sales,6,master,medical,high,male,98,3,2,sales executive,4,married,6502.0,22825,4,no,14,3,2,1,7,5,4,5,4,0,1
21,no,travel_rarely,996,research & development,3,college,medical,very high,male,100,2,1,research scientist,3,single,3230.0,10531,1,no,17,3,1,0,3,4,4,3,2,1,0
37,no,non-travel,728,research & development,1,master,medical,low,female,80,3,3,research director,4,divorced,13603.0,11677,2,yes,18,3,1,2,15,2,3,5,2,0,2
35,no,travel_rarely,1315,research & development,22,bachelor,life sciences,medium,female,71,4,3,manager,2,divorced,11996.0,19100,7,no,18,3,2,1,10,5,2,7,7,6,2
38,no,travel_rarely,322,sales,7,college,medical,low,female,44,4,2,sales executive,1,divorced,5605.0,19191,1,yes,24,4,3,1,8,3,3,8,0,7,7
26,no,travel_frequently,1479,research & development,1,bachelor,life sciences,high,female,84,3,2,manufacturing director,2,divorced,6397.0,26767,1,no,20,4,1,1,6,5,1,6,5,1,4
50,no,travel_rarely,797,research & development,4,below college,life sciences,low,male,96,3,5,research director,2,divorced,13775.600000000008,15815,3,no,14,3,1,2,28,4,2,10,4,1,6
53,no,travel_rarely,1070,research & development,3,master,medical,high,male,45,3,4,research director,3,married,13775.600000000008,21016,3,yes,16,3,4,2,21,5,2,5,3,1,3
42,no,travel_rarely,635,sales,1,below college,life sciences,medium,male,99,3,2,sales executive,3,married,4907.0,24532,1,no,25,4,3,0,20,3,3,15,9,7,6
